iter	Logloss
460	0.5246358414
461	0.5245951935
462	0.5245569445
463	0.5245331418
464	0.5244922142
465	0.5244606952
466	0.5244255609
467	0.5243969459
468	0.524379348
469	0.5243490094
470	0.5243131292
471	0.5242904392
472	0.524257487
473	0.5242394849
474	0.5242241661
475	0.524188743
476	0.5241537243
477	0.524124289
478	0.5240992154
479	0.5240722149
480	0.5240485856
481	0.5240266001
482	0.523995145
483	0.5239720388
484	0.5239408351
485	0.5239027097
486	0.5238696433
487	0.5238346394
488	0.5238160512
489	0.5237727281
490	0.5237409005
491	0.5237061189
492	0.5236748561
493	0.5236440747
494	0.5236388773
495	0.5236078614
496	0.5235753603
497	0.5235397476
498	0.523517217
499	0.5234940645
500	0.5234684079
501	0.5234465802
502	0.5234103659
503	0.5233991782
504	0.5233681341
505	0.5233383377
506	0.5233126817
507	0.5232974818
508	0.5232683632
509	0.5232384302
510	0.5232241202
511	0.5232028226
512	0.5231622522
513	0.5231490722
514	0.5231089073
515	0.5230783133
516	0.5230371162
517	0.5230112417
518	0.522966601
519	0.5229492702
520	0.5229103606
521	0.5228754756
522	0.5228596644
523	0.5228469791
524	0.5228251218
525	0.5227914564
526	0.5227696011
527	0.522742986
528	0.522712267
529	0.5226676562
530	0.5226430297
531	0.5226276846
532	0.5225961853
533	0.522560702
534	0.5225142415
535	0.5224907332
536	0.5224789128
537	0.5224514027
538	0.5224214704
539	0.5224049683
540	0.5223765054
541	0.5223293197
542	0.5223042889
543	0.5222771098
544	0.5222566477
545	0.5222260937
546	0.5221957562
547	0.5221700089
548	0.5221266631
549	0.5221121607
550	0.5220924237
551	0.5220622265
552	0.5220467318
553	0.5220298809
554	0.5219942091
555	0.5219684709
556	0.5219381588
557	0.5219186816
558	0.5218941515
559	0.5218735193
560	0.5218307173
561	0.5217811537
562	0.5217533304
563	0.5217247338
564	0.5217131697
565	0.521687272
566	0.5216592577
567	0.5216217817
568	0.5215742612
569	0.521549454
570	0.5215185471
571	0.5215081258
572	0.5214676463
573	0.5214217104
574	0.5214070307
575	0.5213853988
576	0.5213482321
577	0.5213317775
578	0.5213120476
579	0.5212898109
580	0.5212591869
581	0.5212356919
582	0.5211993777
583	0.52117828
584	0.5211658585
585	0.52114159
586	0.5210948739
587	0.5210668646
588	0.5210487794
589	0.5210117488
590	0.52098592
591	0.5209640093
592	0.5209271092
593	0.5208894548
594	0.5208561576
595	0.5208194422
596	0.5207940692
597	0.5207780418
598	0.520748912
599	0.5207180999
600	0.5206918812
601	0.5206751087
602	0.52065637
603	0.5206243453
604	0.5205911162
605	0.5205796346
606	0.5205544111
607	0.5205184319
608	0.5204988528
609	0.5204602446
610	0.5204267135
611	0.5204033199
612	0.5203761469
613	0.5203577801
614	0.5203334669
615	0.5203071255
616	0.5202787268
617	0.5202322113
618	0.5202028346
619	0.5201815572
620	0.5201604611
621	0.5201038871
622	0.5200787249
623	0.5200408742
624	0.5200116289
625	0.5199906277
626	0.5199691286
627	0.5199477782
628	0.5199139735
629	0.5198858456
630	0.5198628031
631	0.5198296534
632	0.5197916996
633	0.5197633709
634	0.5197384246
635	0.5196954704
636	0.5196764898
637	0.5196486496
638	0.5196117118
639	0.5195861545
640	0.5195648267
641	0.5195365112
642	0.5194854343
643	0.5194686819
644	0.5194515361
645	0.5194122735
646	0.5193810323
647	0.5193612377
648	0.5193309178
649	0.5192925693
650	0.519267823
651	0.5192419697
652	0.5192143007
653	0.5191665156
654	0.5191473129
655	0.5191005458
656	0.5190741444
657	0.5190448465
658	0.5190036052
659	0.518960656
660	0.5189496789
661	0.5189200193
662	0.5189022366
663	0.5188638815
664	0.5188441773
665	0.518828191
666	0.518804806
667	0.5187713502
668	0.5187463624
669	0.5187378411
670	0.5187275993
671	0.5186929294
672	0.518638875
673	0.5186255307
674	0.5185941641
675	0.5185788836
676	0.5185585676
677	0.5185200968
678	0.518499123
679	0.5184720083
680	0.5184468385
681	0.5184143513
682	0.5184008522
683	0.5183805121
684	0.5183375717
685	0.5183223798
686	0.5182909604
687	0.5182777403
688	0.5182698567
689	0.518230308
690	0.5181826815
691	0.5181548286
692	0.5181330605
693	0.5181091792
694	0.5180906004
695	0.51806831
696	0.5180524029
697	0.5180216962
698	0.5180035181
699	0.5179712922
700	0.5179624264
701	0.5179503381
702	0.5179230278
703	0.5178990554
704	0.5178799926
705	0.5178500679
706	0.5178217507
707	0.5178070929
708	0.5177697596
709	0.517761886
710	0.5177356313
711	0.5177184263
712	0.5177077002
713	0.5176657708
714	0.5176290514
715	0.5176137223
716	0.5175891014
717	0.5175560824
718	0.5175355539
719	0.5175100233
720	0.5174776012
721	0.5174513631
722	0.5174202896
723	0.5174121431
724	0.5173911428
725	0.5173760829
726	0.5173342573
727	0.5173214347
728	0.5172865122
729	0.5172590864
730	0.5172311002
731	0.5172025057
732	0.5171804994
733	0.5171328947
734	0.5171055651
735	0.5170871195
736	0.5170613739
737	0.5170315569
738	0.5170227494
739	0.5169816681
740	0.5169550158
741	0.5169390141
742	0.516910017
743	0.5168792428
744	0.5168460469
745	0.5168101177
746	0.516790371
747	0.5167507247
748	0.5167190517
749	0.5167011253
750	0.5166861234
751	0.5166391723
752	0.5166217289
753	0.5165920699
754	0.516581073
755	0.5165585764
756	0.5165423453
757	0.5165157736
758	0.516494687
759	0.5164724503
760	0.5164414773
761	0.5164158306
762	0.5163981843
763	0.5163652538
764	0.5163404184
765	0.51633004
766	0.5163026183
767	0.5162706487
768	0.5162495882
769	0.51623147
770	0.5162099156
771	0.5161722126
772	0.5161599302
773	0.5161266225
774	0.5160953396
775	0.5160712039
776	0.5160410822
777	0.5160224429
778	0.5160029251
779	0.5159728278
780	0.5159391197
781	0.5159035291
782	0.5158808448
783	0.5158350375
784	0.5158112954
785	0.5157863819
786	0.5157744767
787	0.515757932
788	0.5157303512
789	0.5157193636
790	0.5157002177
791	0.5156843645
792	0.515650719
793	0.5156401772
794	0.5156131593
795	0.5155889336
796	0.5155661977
797	0.5155334494
798	0.5155055615
799	0.5154715308
800	0.5154512603
801	0.5154213594
802	0.5153819089
803	0.5153422175
804	0.5153224106
805	0.5152951761
806	0.515266293
807	0.5152372558
808	0.5152169363
809	0.5151974204
810	0.5151849129
811	0.5151672239
812	0.5151349636
813	0.5151090942
814	0.5150977665
815	0.5150830874
816	0.5150681845
817	0.5150511805
818	0.5150351107
819	0.5150193746
820	0.5149991003
821	0.5149849631
822	0.514972525
823	0.5149298928
824	0.5149016538
825	0.5148774391
826	0.5148458529
827	0.5148414767
828	0.5148205341
829	0.5147917846
830	0.5147622842
831	0.5147408732
832	0.5147123474
833	0.514686334
834	0.5146746592
835	0.5146297635
836	0.5145834436
837	0.5145422025
838	0.5145135815
839	0.5144800142
840	0.5144631096
841	0.514441653
842	0.5144289242
843	0.5144015359
844	0.5143722781
845	0.5143409375
846	0.5143092227
847	0.5142598449
848	0.5142341056
849	0.5142166445
850	0.5141873677
851	0.5141558807
852	0.5141331347
853	0.5141158923
854	0.5140829868
855	0.5140634296
856	0.5140370878
857	0.5139997979
858	0.5139775177
859	0.5139489645
860	0.5139196977
861	0.5138920637
862	0.5138719168
863	0.5138534474
864	0.5138376748
865	0.5138206523
866	0.5138160523
867	0.5138011831
868	0.513786603
869	0.5137640669
870	0.5137457244
871	0.5137276581
872	0.5137056223
873	0.513686041
874	0.5136646791
875	0.5136302684
876	0.5136091271
877	0.5135815057
878	0.5135514336
879	0.5135247777
880	0.5134895568
881	0.5134692345
882	0.5134559472
883	0.5134323224
884	0.5134070488
885	0.5133746934
886	0.5133500702
887	0.5133318959
888	0.5133064242
889	0.5132786423
890	0.5132345268
891	0.5132188052
892	0.5131955443
893	0.5131721317
894	0.5131451915
895	0.5131096884
896	0.5130802166
897	0.5130516573
898	0.5130266567
899	0.5129814102
900	0.5129714106
901	0.5129491767
902	0.5129189229
903	0.512878787
904	0.5128370726
905	0.5128219732
906	0.5127836411
907	0.51275041
908	0.5127283549
909	0.5126889112
910	0.5126529062
911	0.5126170744
912	0.5125919099
913	0.5125664164
914	0.512551116
915	0.5125186036
916	0.5124948531
917	0.5124668651
918	0.5124473474
919	0.5124366185
920	0.512420544
921	0.5123862667
922	0.5123577167
923	0.5123430259
924	0.5123177559
925	0.5123008866
926	0.5122683848
927	0.5122332599
928	0.5122223068
929	0.512203224
930	0.5121703027
931	0.5121398868
932	0.5121163834
933	0.5120794451
934	0.5120603642
935	0.5120373063
936	0.5120209742
937	0.5119897049
938	0.5119630515
939	0.5119259563
940	0.5119123155
941	0.5119056904
942	0.5118948559
943	0.5118783848
944	0.5118572071
945	0.5118430135
946	0.5118163364
947	0.5117843447
948	0.5117466496
949	0.5117282878
950	0.5116802779
951	0.5116621916
952	0.5116270764
953	0.5115920044
954	0.5115616969
955	0.5115457802
956	0.5115168664
957	0.51149126
958	0.5114735584
959	0.5114524414
960	0.5114259477
961	0.5114094452
962	0.5113762482
963	0.5113397255
964	0.5113256724
965	0.5112901569
966	0.5112603873
967	0.5112213199
968	0.5111952214
969	0.5111790816
970	0.5111559982
971	0.5111312136
972	0.5110963723
973	0.5110728404
974	0.511050342
975	0.5110258323
976	0.5110140646
977	0.5109952505
978	0.5109736222
979	0.510962339
980	0.510932133
981	0.5109072475
982	0.5108929841
983	0.5108797467
984	0.5108594592
985	0.5108410185
986	0.5108182659
987	0.5108004166
988	0.510784793
989	0.5107527158
990	0.5107328641
991	0.5107228657
992	0.5107116811
993	0.5106728633
994	0.5106288198
995	0.5106120136
996	0.5105905033
997	0.5105716066
998	0.5105343862
999	0.5105062473
